assay_chembl_id,assay_description,assay_type,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,target_name,target_organism,data_source,std_smiles,pIC50,activity_class,scaffold
CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro.",F,OC(c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)c1cc2ccccc2[nH]1,CHEMBL1862790,CHEMBL1862853,5.4,=,=,IC50,nM,3980.0,CHEMBL368,IC50,uM,3.98,T_cruzi,Trypanosoma cruzi,ChEMBL,OC(c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)c1cc2ccccc2[nH]1,5.400116927926312,Active,c1ccc(C(c2ccccc2)c2cc3ccccc3[nH]2)cc1
CHEMBL4480789,Anti-trypanosomal activity against Trypanosoma cruzi IRHOD/CO/2008/SN3 amastigotes infected in African green monkey Vero cells after 72 hrs by Giemsa-staining based microscopic analysis,F,O=S(=O)(c1ccccc1)n1cnc2ccccc21,CHEMBL4480385,CHEMBL3112679,4.43,=,=,IC50,nM,23150.0,CHEMBL368,IC50,uM,37.3,T_cruzi,Trypanosoma cruzi,ChEMBL,O=S(=O)(c1ccccc1)n1cnc2ccccc21,4.635449004646028,Inactive,O=S(=O)(c1ccccc1)n1cnc2ccccc21
CHEMBL4154850,Antileishmanial activity against promastigote stage of Leishmania donovani MHOM/NP/02/BPK282/0c14 assessed as parasite growth inhibition after 72 hrs by Alamar blue assay,F,C#CCOc1ccc(C(=O)/C=C/c2ccc(F)cc2)c(OCC#C)c1,CHEMBL4152258,CHEMBL4162285,4.9,=,=,IC50,nM,13250.0,CHEMBL367,IC50,uM,12.5,L_donovani,Leishmania donovani,ChEMBL,C#CCOc1ccc(C(=O)/C=C/c2ccc(F)cc2)c(OCC#C)c1,4.877784121727173,Inactive,O=C(/C=C/c1ccccc1)c1ccccc1
CHEMBL4833900,Antileishmanial activity against amastigote stage of Leishmania infantum MHOM/MA(BE)/67/ITMAP263 infected in mouse peritoneal macrophage assessed as reduction in parasite burden incubated for 5 days by Giemsa staining based microscopic analysis,F,Cc1c(C(=O)Nc2ccc3c(c2)B(O)OC3)nnn1-c1ccccn1,CHEMBL4831547,CHEMBL4874673,5.75,=,=,EC50,nM,1800.0,CHEMBL612848,EC50,uM,1.8,L_infantum,Leishmania infantum,ChEMBL,Cc1c(C(=O)Nc2ccc3c(c2)B(O)OC3)nnn1-c1ccccn1,5.7447274948966935,Active,O=C(Nc1ccc2c(c1)BOC2)c1cn(-c2ccccn2)nn1
CHEMBL3996935,Anti-parasitic activity against Leishmania amazonensis promastigotes after 44 hrs by CellTiter-Blue assay,F,N=C1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,CHEMBL3994630,CHEMBL4064179,4.98,=,=,EC50,nM,10500.0,CHEMBL612877,EC50,uM,10.5,L_amazonensis,Leishmania amazonensis,ChEMBL,N=C1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccc([N+](=O)[O-])o3)cc2)CC1,4.978810700930062,Inactive,N=C1CCN(S(=O)(=O)c2ccc(NC(=O)c3ccco3)cc2)CC1
CHEMBL711872,Antileishmanial activity of compound against leishmania donovani was determined in luciferase assay,F,C[C@@H]1CC[C@H]2CC(=O)N(CCc3ccccc3)[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,CHEMBL1145996,CHEMBL339857,4.49,=,=,IC50,nM,32300.0,CHEMBL367,IC50,uM,32.3,L_donovani,Leishmania donovani,ChEMBL,C[C@@H]1CC[C@H]2CC(=O)N(CCc3ccccc3)[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,4.490797477668897,Inactive,O=C1C[C@@H]2CCC[C@@H]3CCC4OO[C@]32[C@@H](O4)N1CCc1ccccc1
CHEMBL3789228,Antitrypanosomal activity against Trypanosoma cruzi infected in human MRC5 cells assessed as parasite growth inhibition incubated for 7 days by chlorophenol red alpha-D-galactopyranoside-based assay,F,O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)C2,CHEMBL3784956,CHEMBL3787358,5.55,=,=,IC50,nM,2800.0,CHEMBL368,IC50,uM,2.8,T_cruzi,Trypanosoma cruzi,ChEMBL,O=[N+]([O-])c1cn2c(n1)OC(COc1ccc(-c3ccc(F)cc3)cc1)C2,5.552841968657781,Active,c1ccc(-c2ccc(OCC3Cn4ccnc4O3)cc2)cc1
CHEMBL4182481,Antitrypanosomal activity against Trypanosoma cruzi,F,O=[N+]([O-])c1cn2c(n1)SCC(OCc1ccc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,CHEMBL4177714,CHEMBL4216414,5.85,=,=,IC50,nM,1400.0,CHEMBL368,IC50,uM,1.4,T_cruzi,Trypanosoma cruzi,ChEMBL,O=[N+]([O-])c1cn2c(n1)SCC(OCc1ccc(-c3ccc(OC(F)(F)F)cc3)cn1)C2,5.853871964321762,Active,c1ccc(-c2ccc(COC3CSc4nccn4C3)nc2)cc1
CHEMBL4700084,Antitrypanosomal activity against Trypanosoma cruzi infected in rat H9c2 infected with trypomastigotes from parasite-infected monkey LLC-MK2 cells measured after 72 hrs by DRAQ5 DNA dye based microscopic imaging analysis,F,CCCn1c(NC(=O)CCc2ccccc2)nc2ccccc21,CHEMBL4699414,CHEMBL4743470,5.3,=,=,IC50,nM,5000.0,CHEMBL368,IC50,uM,5.0,T_cruzi,Trypanosoma cruzi,ChEMBL,CCCn1c(NC(=O)CCc2ccccc2)nc2ccccc21,5.301029995663981,Active,O=C(CCc1ccccc1)Nc1nc2ccccc2[nH]1
CHEMBL5318491,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen trypomastigotes assessed as reduction in parasite growth incubated for 4 hrs by cell counter analysis,F,O=C1CCCN1c1ccc(Sc2c(Cl)cccc2CO)c(C(F)(F)F)c1,CHEMBL5316312,CHEMBL5420398,5.9,=,=,IC50,nM,1258.93,CHEMBL368,pIC50,,5.9,T_cruzi,Trypanosoma cruzi,ChEMBL,O=C1CCCN1c1ccc(Sc2c(Cl)cccc2CO)c(C(F)(F)F)c1,5.899998417198648,Active,O=C1CCCN1c1ccc(Sc2ccccc2)cc1
CHEMBL3595961,Trypanocidal activity against Trypanosoma cruzi Y bloodstream trypomastigotes in presence of 10% mouse blood assessed as induction of parasite lysis incubated for 24 hrs by Neubauer chamber based cell counting method,F,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1Sc1ccc(F)cc1,CHEMBL3593167,CHEMBL3594274,,=,=,IC50,nM,164700.0,CHEMBL368,IC50,uM,164.7,T_cruzi,Trypanosoma cruzi,ChEMBL,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1Sc1ccc(F)cc1,3.7833064008302455,Inactive,O=C1C(=O)c2ccccc2C2=C1C(Sc1ccccc1)CO2
CHEMBL4837842,Antileishmanial activity against Leishmania amazonensis MHOM/IN/80/DD8 promastigotes assessed as reduction in parasites for 48 hrs by resazurin dye based assay,F,COc1ccc2c(c1OC)Cn1cccc1C2(C)CC#N,CHEMBL4837195,CHEMBL4876556,,=,=,IC50,nM,171070.0,CHEMBL612877,IC50,uM,171.07,L_amazonensis,Leishmania amazonensis,ChEMBL,COc1ccc2c(c1OC)Cn1cccc1C2(C)CC#N,3.7668261446190567,Inactive,c1ccc2c(c1)Cc1cccn1C2
CHEMBL4393885,Antileishmanial activity against late log/stationary phase of promastigote stage of Leishmania infantum MHOM/TN/80/IPT1 assessed as parasite growth inhibition after 72 hrs by plate reader based Alamar blue assay,F,CCCCC1(CCCC)C[C@@H](COCc2cn(CC(O)(Cn3cncn3)c3ccc(F)cc3F)nn2)[C@@](C)(OC)OO1,CHEMBL4393655,CHEMBL4445415,4.92,=,=,IC50,nM,12000.0,CHEMBL612848,IC50,uM,12.0,L_infantum,Leishmania infantum,ChEMBL,CCCCC1(CCCC)C[C@@H](COCc2cn(CC(O)(Cn3cncn3)c3ccc(F)cc3F)nn2)[C@@](C)(OC)OO1,4.920818753952375,Inactive,c1ccc(C(Cn2cncn2)Cn2cc(COC[C@@H]3CCOOC3)nn2)cc1
CHEMBL3599305,Antileishmanial activity against promastigote forms of beta-lactamase expressing Leishmania donovani MHOM/ET/67/L82 infected in CD-1 mouse peritoneal macrophages assessed as inhibition of beta-lactamase activity after 3 days by spectrophotometer assay,F,Clc1ccc(CNc2nc(NCc3ccccc3)nc3ccccc23)cc1,CHEMBL3596114,CHEMBL3262260,6.09,=,=,EC50,nM,820.0,CHEMBL367,EC50,uM,0.82,L_donovani,Leishmania donovani,ChEMBL,Clc1ccc(CNc2nc(NCc3ccccc3)nc3ccccc23)cc1,6.086186147616283,Active,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,Cn1cncc1CN1CCC2(CC1)COC(Cc1ccccc1)C2,CHEMBL3430912,CHEMBL3431328,6.5,=,=,IC50,nM,316.23,CHEMBL368,pIC50,,6.5,T_cruzi,Trypanosoma cruzi,ChEMBL,Cn1cncc1CN1CCC2(CC1)COC(Cc1ccccc1)C2,6.499996931948306,Active,c1ccc(CC2CC3(CCN(Cc4cnc[nH]4)CC3)CO2)cc1
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,Cn1c(CN2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)nc2ccncc21,CHEMBL3430912,CHEMBL3431108,6.0,=,=,IC50,nM,1000.0,CHEMBL368,pIC50,,6.0,T_cruzi,Trypanosoma cruzi,ChEMBL,Cn1c(CN2CCN(c3ncc(C(F)(F)F)cc3Cl)CC2)nc2ccncc21,6.0,Active,c1ccc(N2CCN(Cc3nc4ccncc4[nH]3)CC2)nc1
CHEMBL3431451,"GSK_TCAKS: pIC50 Leishmania donovani Imaging: Infected Macrophages. Assay plates (384-well) were prepared by adding 250nL of compound to each well. For single shot assay, the final compound concentration was 5 uM. For potency determinations, eleven-point one in three dilution curves were generated with a top concentration of 50 uM. Two exposure images were taken for each well using 405 nm and 488 nm laser excitation. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: Percent of infected macrophage cells were reported for each well.",F,N#Cc1nc(C=Cc2ccccc2)oc1NCc1cccnc1,CHEMBL3430912,CHEMBL3430966,4.4,=,=,IC50,nM,31622.78,CHEMBL367,pIC50,,4.4,L_donovani,Leishmania donovani,ChEMBL,N#Cc1nc(C=Cc2ccccc2)oc1NCc1cccnc1,4.499999953328896,Inactive,C(=Cc1ncc(NCc2cccnc2)o1)c1ccccc1
CHEMBL900365,Antiprotozoal activity against Leishmania amazonensis 575 in vero cells,F,O=S(=O)(Nc1cccc2cccnc12)c1cnc(Cl)c(Br)c1,CHEMBL1137540,CHEMBL240549,5.65,=,=,IC50,nM,2250.0,CHEMBL612877,IC50,uM,2.25,L_amazonensis,Leishmania amazonensis,ChEMBL,O=S(=O)(Nc1cccc2cccnc12)c1cnc(Cl)c(Br)c1,5.647817481888637,Active,O=S(=O)(Nc1cccc2cccnc12)c1cccnc1
CHEMBL4649942,Leishmania intramacrophage assay,F,COc1cccc(Nc2nc(-c3ccncc3)nc3c2CNCC3)c1.Cl,CHEMBL3988442,CHEMBL3497765,4.64,=,=,IC50,nM,16598.510000000002,CHEMBL367,pIC50,,4.64534563509873,L_donovani,Leishmania donovani,ChEMBL,COc1cccc(Nc2nc(-c3ccncc3)nc3c2CNCC3)c1,4.779930895563635,Inactive,c1ccc(Nc2nc(-c3ccncc3)nc3c2CNCC3)cc1
CHEMBL4369850,Antileishmanial activity against Leishmania donovani axenic amastigote infected in human THP1 cells by intramacrophage assay,F,COc1nc(N[C@H]2CC[C@H](NS(=O)(=O)CC3CCCO3)CC2)nc2[nH]nc(N3CCOCC3)c12,CHEMBL4368903,CHEMBL4449956,5.2,=,=,EC50,nM,5145.32,CHEMBL367,pEC50,,5.2,L_donovani,Leishmania donovani,ChEMBL,COc1nc(N[C@H]2CC[C@H](NS(=O)(=O)CC3CCCO3)CC2)nc2[nH]nc(N3CCOCC3)c12,5.288587610228555,Active,O=S(=O)(CC1CCCO1)N[C@H]1CC[C@H](Nc2ncc3c(N4CCOCC4)n[nH]c3n2)CC1
CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro.",F,CC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1.Cl,CHEMBL1862790,CHEMBL1862868,5.84,=,=,IC50,nM,1440.0,CHEMBL368,IC50,uM,1.44,T_cruzi,Trypanosoma cruzi,ChEMBL,CC(=O)NC1CCN(C(c2ccc(C(F)(F)F)cc2)c2cnccn2)CC1,5.841637507904751,Active,c1ccc(C(c2cnccn2)N2CCCCC2)cc1
CHEMBL981443,Antiparasitic activity against Trypanosoma cruzi 320I04 epimastigotes infected in african green monkey Vero cells after 72 hrs,F,O=[N+]([O-])c1ccccc1[C@@H]1C[C@@H]2Cc3ccc4ccccc4c3N1O2,CHEMBL1154008,CHEMBL447823,5.85,=,=,IC50,nM,1400.0,CHEMBL368,IC50,uM,1.4,T_cruzi,Trypanosoma cruzi,ChEMBL,O=[N+]([O-])c1ccccc1[C@@H]1C[C@@H]2Cc3ccc4ccccc4c3N1O2,5.853871964321762,Active,c1ccc([C@@H]2C[C@@H]3Cc4ccc5ccccc5c4N2O3)cc1
CHEMBL1022782,Antileishmanial activity against Leishmania donovani promastigotes after 48 hrs by alamar blue assay,F,Cc1ccc(C(=O)N/N=C/c2ccc([N+](=O)[O-])s2)cc1N,CHEMBL1155062,CHEMBL495080,5.65,=,=,IC50,nM,2240.0,CHEMBL367,IC50,uM,2.24,L_donovani,Leishmania donovani,ChEMBL,Cc1ccc(C(=O)N/N=C/c2ccc([N+](=O)[O-])s2)cc1N,5.649751981665837,Active,O=C(N/N=C/c1cccs1)c1ccccc1
CHEMBL4704257,Growth inhibition of amastigote form of Trypanosoma cruzi Tulahuen C2C4 expressing LacZ infected in rat L6 cells assessed as reduction in parasitic growth incubated for 96 hra by CPRG/Nonidet reagent based inverted microscopic analysis,F,COc1c(CO)[nH]c2ccc3c(c2c1=O)[C@@H]1CCC[C@@]3(c2ccccc2)O1,CHEMBL4699587,CHEMBL4787156,4.83,=,=,IC50,nM,14700.0,CHEMBL368,IC50,uM,14.7,T_cruzi,Trypanosoma cruzi,ChEMBL,COc1c(CO)[nH]c2ccc3c(c2c1=O)[C@@H]1CCC[C@@]3(c2ccccc2)O1,4.8326826652518236,Inactive,O=c1cc[nH]c2ccc3c(c12)[C@@H]1CCC[C@@]3(c2ccccc2)O1
CHEMBL4385509,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen amastigotes infected in mouse 3T3 cells after 6 days by beta galactosidase reporter assay,F,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ccccn5)cn4n3)c2)o1,CHEMBL4382293,CHEMBL4541614,7.71,=,=,EC50,nM,120.0,CHEMBL368,EC50,nM,19.3,T_cruzi,Trypanosoma cruzi,ChEMBL,Cc1nc(C)c(C(=O)Nc2ccc(F)c(-c3nc4ncc(-c5ccccn5)cn4n3)c2)o1,6.920818753952375,Active,O=C(Nc1cccc(-c2nc3ncc(-c4ccccn4)cn3n2)c1)c1cnco1
CHEMBL3431448,"GSK_TCAKS: pIC50 Trypanosoma cruzi Imaging: Amastigotes/Cell. H9c2 cells were seeded in T-225 flasks (225cm^2 culture surface; Corning Inc., NY, USA) in DMEM-10% FBS for 4h to allow attachment. Cells were then washed once with PBS before infection. T. cruzi trypomastigotes, collected at days 5 to 8 after infection from LLC-MK2 parasite infected cultures, were allowed to swim out for 4h at 37C from a centrifuged pellet (2,500 rpm/10 min/room temperature). Trypomastigotes were then collected and counted in a CASY Cell Counter. Trypomastigotes, in supplemented DMEM, were added to H9c2 cultures in a multiplicity of infection of 1 and incubated for 18 h. Cells were washed once with PBS before incubation of the infected H9c2 monolayer with trypsin (Life-Technologies) to detach cells from the flask. Cells were counted in a CASY Cell Counter using a 150 um capillary and their density set at 5 * 10^4 cells per mL in supplemented assay DMEM. Infected H9c2 were dispensed into 384-well poly-lysine coated assay plates at 50uL per well using a Multidrop Combi dispenser. After seeding them, the plates were incubated at 37C, 5% CO2 for 72h. Cultures were then fixed and stained by addition of 50 uL of a solution containing 8% formaldehyde and 4 uM DRAQ5 DNA dye (BioStatus, UK) per well. Plates were kept light-protected and imaged one hour later in a Perkin-Elmer Opera microscope using a 20x air objective (NA 0.4) and the following acquisition set: a 635 nm laser excitation line and a 690/50 emission detection filter for DRAQ5 detection. Five images were collected per well for reliable statistical analysis. Automated image analysis was performed with a script developed on Acapella High Content Imaging and Analysis Software (PerkinElmer). Output: number of amastigotes per cell as infection level measurement.",F,COc1ccc(OC)c2c(=O)c(Cc3ccccc3)c(C)[nH]c12,CHEMBL3430912,CHEMBL3431106,6.9,=,=,IC50,nM,223.87,CHEMBL368,pIC50,,6.9,T_cruzi,Trypanosoma cruzi,ChEMBL,COc1ccc(OC)c2c(=O)c(Cc3ccccc3)c(C)[nH]c12,6.650004100737144,Active,O=c1c(Cc2ccccc2)c[nH]c2ccccc12
CHEMBL1104481,Antitrypanosomal activity against Trypanosoma cruzi tulahuen C4 trypomastigotes infected in african green monkey Vero cells assessed as CPRG cleavage after 120 hrs by microplate reader,F,CC(C)(C)c1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1,CHEMBL1156236,CHEMBL1092685,4.95,=,=,IC50,nM,11200.0,CHEMBL368,IC50,uM,11.2,T_cruzi,Trypanosoma cruzi,ChEMBL,CC(C)(C)c1ccc(/C=N/Nc2ncnc3sc4c(c23)CCCC4)cc1,4.950781977329818,Inactive,C(=N\Nc1ncnc2sc3c(c12)CCCC3)/c1ccccc1
CHEMBL4773359,Antileishmanial activity against Leishmania donovani MHOM/ET/67/L82 amastigotes assessed as growth inhibition incubated for 70 hrs by resazurin based inverted microscopic analysis,F,COc1cc(Br)c([C@H]2Oc3ccc(Br)cc3[C@@H]2CO)cc1OC,CHEMBL4765412,CHEMBL4779389,4.94,=,=,IC50,nM,11400.0,CHEMBL367,IC50,umol/L,11.4,L_donovani,Leishmania donovani,ChEMBL,COc1cc(Br)c([C@H]2Oc3ccc(Br)cc3[C@@H]2CO)cc1OC,4.943095148663527,Inactive,c1ccc([C@@H]2Cc3ccccc3O2)cc1
CHEMBL2028073,MMV: Inhibition of Trypanosoma cruzi (Tulahuen C4 LacZ) (Chagas in vitro).,F,CCOc1ccc(C2N(C)c3ccccc3N2C)cc1,CHEMBL2028040,CHEMBL579294,5.51,=,=,IC50,nM,3098.52,CHEMBL368,IC50,uM,3.098519325256348,T_cruzi,Trypanosoma cruzi,ChEMBL,CCOc1ccc(C2N(C)c3ccccc3N2C)cc1,5.508845696267052,Active,c1ccc(C2Nc3ccccc3N2)cc1
CHEMBL3392937,"DNDI: Chagas in Vitro, 96 hour",F,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,CHEMBL3392926,CHEMBL572,5.36,=,=,IC50,nM,4350.0,CHEMBL368,IC50,uM,4.35,T_cruzi,Trypanosoma cruzi,ChEMBL,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,5.361510743045363,Active,O=C1CN(/N=C/c2ccco2)C(=O)N1
CHEMBL4404814,Antitrypanosomal activity against Trypanosoma cruzi Tulahuen strain C2C4 trypomastigotes infected in rat L6 cells incubated for 96 hrs by photometric method based assay,F,CCC[C@H]1CC[C@@H](n2c(=O)[nH]c3ccc(NC(C)=O)cc3c2=O)CC1,CHEMBL4402577,CHEMBL4553612,7.7,=,=,EC50,nM,20.0,CHEMBL368,EC50,uM,0.02,T_cruzi,Trypanosoma cruzi,ChEMBL,CCC[C@H]1CC[C@@H](n2c(=O)[nH]c3ccc(NC(C)=O)cc3c2=O)CC1,7.698970004336019,Active,O=c1[nH]c2ccccc2c(=O)n1C1CCCCC1
CHEMBL3431446,"GSK_TCAKS: pIC50 Trypanosoma cruzi viability assay using beta-GAL activity. This assay was run at single shot at 5uM compound concentration per well. The biological reagents consisted of NIH-3T3 host cells and trypomastigotes parasitic cells; both cell types were set to a 3.3 * 10^5 cells/mL dilution in assay DMEM by means of a CASY cell counter device using a 60um capillary. 6 uL of the mixture were dispensed per well (about 1 * 10^3 host-cells and 1 * 10^3 parasites) with a Multidrop Combi dispenser. Previously, a solution of 1.67 * 10^5 trypomastigotes per mL in assay DMEM had been prepared and 6uL per well dispensed in the allotted control columns that defined 100% inhibition. The 0% inhibition of parasitic growth control was obtained by leaving the assay mixture untreated in its corresponding plate columns. In all wells, the percentage of DMSO never exceeded 0.5%. Plates incubated for four days at 37C, 5% CO2. The substrate used for the assay fluorescence intensity (FLINT) readout was resorufin-beta-D-galactopiranoside (Sigma-Aldrich) at 5uM per well. It was diluted in PBS supplemented with the soft detergent Igepal (Fluka). Upon addition to the plates, the substrate solution was incubated for 4h at room temperature and the signal read with the EnVision microtiter plate reader (Perkin-Elmer) using the corresponding set of filters (excitation/emission at 531/595nm).",F,O=C(Nc1ccc(C(F)(F)F)cc1)NC1(C(=O)NCc2ccco2)CCCCC1,CHEMBL3430912,CHEMBL3430978,5.1,=,=,IC50,nM,7943.28,CHEMBL368,pIC50,,5.1,T_cruzi,Trypanosoma cruzi,ChEMBL,O=C(Nc1ccc(C(F)(F)F)cc1)NC1(C(=O)NCc2ccco2)CCCCC1,5.100000128334196,Active,O=C(Nc1ccccc1)NC1(C(=O)NCc2ccco2)CCCCC1
CHEMBL4023800,Antileishmanial activity against Leishmania infantum amastigotes infected in mouse primary peritoneal macrophages after 5 days by Giemsa staining based microscopic method,F,O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,CHEMBL4020832,CHEMBL4065114,5.39,=,=,IC50,nM,4100.0,CHEMBL612848,IC50,uM,4.1,L_infantum,Leishmania infantum,ChEMBL,O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(-c3ccc(OC(F)(F)F)cc3)nc1)C2,5.3872161432802645,Active,c1ccc(-c2ccc(CO[C@H]3COc4nccn4C3)cn2)cc1
CHEMBL5036386,Antileishmanial activity against Leishmania donovani amastigotes infected in mouse J774A.1 cells incubated for 72 hrs by luciferase assay,F,CC1(COc2ccc(C(F)(F)F)cn2)CCn2cc([N+](=O)[O-])nc2O1,CHEMBL5036301,CHEMBL5089586,6.68,=,=,IC50,nM,210.0,CHEMBL367,IC50,uM,0.21,L_donovani,Leishmania donovani,ChEMBL,CC1(COc2ccc(C(F)(F)F)cn2)CCn2cc([N+](=O)[O-])nc2O1,6.6777807052660805,Active,c1ccc(OCC2CCn3ccnc3O2)nc1
CHEMBL1022782,Antileishmanial activity against Leishmania donovani promastigotes after 48 hrs by alamar blue assay,F,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])c(O)c1,CHEMBL1155062,CHEMBL500456,5.0,=,=,IC50,nM,9900.0,CHEMBL367,IC50,uM,9.9,L_donovani,Leishmania donovani,ChEMBL,O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc([N+](=O)[O-])c(O)c1,5.00436480540245,Active,O=C(N/N=C/c1ccco1)c1ccccc1
CHEMBL1863510,"DNDI: Inhibition of Chagas Disease parasite Trypanosoma cruzi (Tulahuen LacZ, Clone C4), in vitro.",F,CCNC(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,CHEMBL1862790,CHEMBL1863148,6.54,=,=,IC50,nM,290.0,CHEMBL368,IC50,uM,0.29,T_cruzi,Trypanosoma cruzi,ChEMBL,CCNC(=O)N1CCN(C(c2cncnc2)c2ccc(Cl)cc2F)CC1,6.5376020021010435,Active,c1ccc(C(c2cncnc2)N2CCNCC2)cc1
CHEMBL969034,Antileishmanial activity against Leishmania donovani MHOM/SD/62/IS-CL2D axenic amastigotes after 3 days,F,O=c1c(-c2ccccc2)coc2cc(O)ccc12,CHEMBL1157220,CHEMBL491981,,=,=,IC50,nM,113000.0,CHEMBL367,IC50,uM,113.0,L_donovani,Leishmania donovani,ChEMBL,O=c1c(-c2ccccc2)coc2cc(O)ccc12,3.94692155651658,Inactive,O=c1c(-c2ccccc2)coc2ccccc12
